id,song_title,album_title,year_of_release,month_of_release,type,album_id,lyrics
387,Narrow Way,Tempest,2012,9,Original,35,". I'm gonna walk across the desert 'til I'm in my right mind. I won't even think about what I left behind. Nothing back there anyway that I can call my own. Go back home, leave me alone. . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . Ever since the British burned the White House down. There's a bleeding wound in the heart of town. I saw you drinking from an empty cup. I saw you buried and I saw you dug up. . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . Look down, angel from the skies. Help my weary soul to rise. I kissed her cheek, I dragged your plow. You broke my heart, I was your friend 'til now. . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . In the courtyard of the golden sun. You stand and fight or you break and run. You went and lost your lovely head. For a drink of wine and a crust of bread. . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . We looted and we plundered on distant shores. Why is my share not equal to yours?. Your father left you, your mother too. Even death has washed its hands of you. . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . This is hard country to stay alive in. Blades are everywhere and they're breaking my skin. I'm armed to the hilt and I'm struggling hard. You won't get out of here unscarred. . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . You got too many lovers waiting at the wall. If I had a thousand tongues, I couldn't count them all. Yesterday I could've thrown them all in the sea. Today even one may be too much for me. . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . Can't walk them, baby, you could do no wrong. Put your arms around me, where they belong. I won't take you on a roller-coaster ride. Lay my hands all over you, tie you to my side. . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . I've got a heavy stacked woman with a smile on her face. And she has crowned my soul with grace. I'm still hurting from an arrow that pierced my chest. I'm gonna have to take my head and bury it between your breasts. . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . Been dark all night but now it's dawn. The moving finger is moving on. You can guard me while I sleep. Kiss away the tears I weep. . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday. . . I love women and she loves men. We've been to the west and we going back again. I heard a voice at the dusk of day. Saying, ""Be gentle brother, be gentle and pray."". . . It's a long road. It's a long and narrow way. If I can't work up to you. You'll surely have to work down to me someday"
388,Long and Wasted Years,Tempest,2012,9,Original,35,". It's been such a long, long time. Since we loved each other, when our hearts were true. One time, for one brief day, I was the man for you. Last night I heard you talking in your sleep. Saying things you shouldn't say, oh baby. You just may have to go to jail someday. . . Is there a place we can go, is there anybody we can see?. Maybe it's the same for you as it is for me. I ain't seen my family in twenty years. That ain't easy to understand, they may be dead by now. I lost track of 'em after they lost their land. . . Shake it up, baby, twist and shout. You know what it's all about. What are you doing out there in the sun anyway?. Don't you know, the sun can burn your brains right out. . . My enemy crashed into the dust. Stopped dead in his tracks and he lost his lust. He was run down hard and he broke apart. He died in shame, he had an iron heart. . I wear dark glasses to cover my eyes. There are secrets in 'em that I can't disguise. Come back, baby. If I hurt your feelings, I apologize. . . Two trains running side by side. Forty miles wide, down the eastern line. You don't have to go. I just came to you because you're a friend of mine. . . I think that when my back was turned. The whole world behind me burned. It's been a while. Since we walked down that long, long aisle. . . We cried on a cold and frosty morn. We cried because our souls were torn. So much for tears. So much for these long and wasted years"
389,Pay in Blood,Tempest,2012,9,Original,35,". Well I'm grinding my life out, steady and sure. Nothing more wretched than what I must endure. I'm drenched in the light that shines from the sun. I could stone you to death for the wrongs that you done. . . Sooner or later, you make a mistake. I'll put you in a chain that you never will break. Legs and arms and body and bone. I pay in blood, but not my own. . . Night after night, day after day. They strip your useless hopes away. The more I take the more I give. The more I die the more I live. . . I got something in my pocket make your eyeballs swim. I got dogs could tear you limb from limb. I'm circling around the Southern Zone. I pay in blood, but not my own. . . Low cards are what I've got. But I'll play this hand whether I like it or not. I'm sworn to uphold the laws of God. You could put me out in front of a firing squad. . I've been out and around with the rowdy men. Just like you, my handsome friend. My head's so hard, must be made of stone. I pay in blood, but not my own. . . Another politician pumping out the piss. Another ragged beggar blowin' you a kiss. You got the same eyes that your mother does. If only you could prove who your father was. . . Someone must have slipped a drug in your wine. You gulped it down and you cross the line. Man can't live by bread alone. I pay in blood, but not my own. . . How I made it back home, nobody knows. Or how I survived so many blows. I've been through hell, what good did it do?. You bastard! I'm suppose to respect you?. . . I'll give you justice, I'll fatten your purse. Show me your moral virtues first. Hear me holler and hear me moan. I pay in blood but not my own. . You bit your lover in the bed. Come here, I'll break your lousy head. Our nation must be saved and freed. You've been accused of murder, how do you plead?. . . This is how I spend my days. I came to bury, not to praise. I'll drink my fill and sleep alone. I pay in blood, but not my own"
390,Scarlet Town,Tempest,2012,9,Original,35,". In Scarlet Town, where I was born. There’s ivy leaf and silver thorn. The streets have names that you can’t pronounce. Gold is down to a quarter of an ounce. The music starts and the people sway. Everybody says, “Are you going my way?"". Uncle Tom still working' for Uncle Bill. Scarlet Town is under the hill. . . Scarlet Town in the month of May. Sweet William Holme on his deathbed lay. Mistress Mary by the side of the bed. Kissing' his face and putting' prayers on his head. So brave and true, so gentle is he. I’ll weep for him as he would weep for me. Little Boy Blue come blow your horn. In Scarlet Town, where I was born. . . Scarlet Town, in the hot noon hours. There’s palm-leaf shadows and scattered flowers. Beggars crouching at the gate. Help comes, but it comes too late. By marble slabs and in fields of stone. You make your humble wishes known. I touched the garment, but the hem was torn. In Scarlet Town, where I was born. . In Scarlet Town, the end is near. The Seven Wonders of the World are here. The evil and the good living' side by side. All human forms seem glorified. Put your heart on a platter and see who will bite. See who will hold you and kiss you good night. There’s walnut groves and maplewood. In Scarlet Town crying' won’t do no good. . . In Scarlet Town, you fight your father’s foes. Up on the hill, a chilly wind blows. You fight ‘em on high and you fight 'em down in. You fight 'em with whiskey, morphine and gin. You’ve got legs that can drive men mad. A lot of things we didn’t do that I wish we had. In Scarlet Town, the sky is clear. You’ll wish to God that you stayed right here. . . Set ‘em Joe, play “Walking the Floor"". Play it for my flat-chested junkie whore. I’m staying up late, I’m making amends. While we smile, all heaven descends. If love is a sin, then beauty is a crime. All things are beautiful in their time. The black and the white, the yellow and the brown. It’s all right there in front of you in Scarlet Town"
391,Early Roman Kings,Tempest,2012,9,Original,35,". All the early Roman Kings in their sharkskin suits. Bowties and buttons, high top boots. Driving the spikes in, blazing the rails. Nailed in their coffins in top hats and tails. . . Fly away, little bird. Fly away, flap your wings. Fly by night. Like the early Roman kings. . . All the early Roman Kings in the early, early morn’. Coming down the mountain, distributing the corn. Speeding through the forest, racing down the track. You try to get away, they drag you back. . . Tomorrow is Friday. We’ll see what it brings. Everybody’s talking. ‘Bout the early Roman kings. . . They’re peddlers and they’re meddlers, they buy and they sell. They destroyed your city, they’ll destroy you as well. They’re lecherous and treacherous, hell bent for leather. Each of them bigger than all men put together. . Sluggers and muggers. Wearing fancy gold rings. All the women going crazy. For the early Roman kings. . . I'll dress up your wounds with a blood clotted rag. I ain’t afraid to make love to a bitch or a hag. If you see me coming and you’re standing there. Wave your handkerchief in the air. . . I ain’t dead yet. My bell still rings. I keep my fingers crossed. Like the early Roman kings. . . I'll strip you of life, strip you of breath. Ship you down to the house of death. One day you will ask for me. There’ll be no one else that you’ll want to see. . . Bring down my fiddle. Tune up my strings. Gonna break it wide open. Like the early Roman kings. . I was up on black mountain the day Detroit fell. They killed them all off and they sent them to hell. Ding Dong Daddy, you’re coming up short. Gonna put you on trial in a Sicilian court. . . I’ve had my fun. I’ve had my flings. Gonna shake ‘em all down. Like the early Roman kings"
392,Tin Angel,Tempest,2012,9,Original,35,". It was late last night when the boss came home. To a deserted mansion and a desolate throne. Servant said: “Boss, the lady’s gone. She left this morning just ‘fore dawn.”. . . “You got something to tell me, tell it to me, man. Come to the point as straight as you can”. “Old Henry Lee, chief of the clan. Came riding through the woods and took her by the hand”. . . The boss he lay back flat on his bed. He cursed the heat and he clutched his head. He pondered the future of his fate. To wait another day would be far too late. . . “Go fetch me my coat and my tie. And the cheapest labour that money can buy. Saddle me up my buckskin mare. If you see me go by, put up a prayer”. . . Well, they rode all night, and they rode all day. Eastward, long down the broad highway. His spirit was tired and his vision was bent. His men deserted him and onward he went. . He came to a place where the light was dull. His forehead pounding in his skull. Heavy heart was racked with pain. Insomnia raging in his brain. . . Well, he threw down his helmet and his cross-handled sword. He renounced his faith, he denied his lord. Crawled on his belly, put his ear to the wall. One way or another put an end to it all. . . He leaned down, cut the electric wire. Stared into the flames and he snorted the fire. Peered through the darkness, caught a glimpse of the two. It was hard to tell for certain who was who. . . He lowered himself down on a golden chain. His nerves were quaking in every vein. His knuckles were bloody, he sucked in the air. He ran his fingers through his greasy hair. . . They looked at each other and their glasses clinked. One single unit, inseparably linked. “Got a strange premonition there’s a man close by”. “Don’t worry about him, he wouldn’t harm a fly”. . From behind the curtain, the boss he crossed the floor. He moved his feet and he bolted the door. Shadows hiding the lines in his face. With all the nobility of an ancient race. . . She turned, she was startled with a look of surprise. With a hatred that could hit the skies. “You’re a reckless fool, I could see it in your eyes. To come this way was by no means wise”. . . “Get up, stand up, you greedy-lipped wench. And cover your face or suffer the consequence. You are making my heart feel sick. Put your clothes back on, double-quick”. . . “Silly boy, you think me a saint. I’ll listen no more to your words of complaint. You’ve given me nothing but the sweetest lies. Now hold your tongue and feed your eyes”. . . “I’d have given you the stars and the planets, too. But what good would these things do you?. Bow the heart if not the knee. Or never again this world you’ll see”. . “Oh, please let not your heart be cold. This man is dearer to me than gold”. “Oh, my dear, you must be blind. He’s a gutless ape with a worthless mind”. . . “You’ve had your way too long with me. Now it’s me who’ll determine how things shall be”. “Try to escape,” he cussed and cursed. ‘You’ll have to try to get past me first”. . . “Do not let your passion rule. You think my heart the heart of a fool. And you, sir, you can not deny. You made a monkey of me, what and for why?”. . . “I’ll have no more of this insulting chat. The devil can have you, I’ll see to that. Look sharp or step aside. Or in the cradle you’ll wish you’d died”. . . The gun went boom and the shot rang clear. First bullet grazed his ear. Second ball went right straight in. And he bent in the middle like a twisted pin. . . He crawled to the corner and he lowered his head. He gripped the chair and he grabbed the bed. It would take more than needle and thread. Bleeding from the mouth, he’s as good as dead. . . “You shot my husband down, you fiend”. “Husband? What husband? What the hell do you mean?. He was a man of strife, a man of sin. I cut him down and threw him to the wind”. . . This she said with angry breath. “You too shall meet the lord of death. It was I who brought your soul to life”. Then she raised her robe and she drew out a knife. . . His face was hard and caked with sweat. His arms ached and his hands were wet. “You’re a murderous queen and a bloody wife. If you don’t mind, I’ll have the knife”. . . “We’re two of a kind and our blood runs hot. But we’re no way similar in body or thought. All husbands are good men, as all wives know”. Then she pierced him to the heart and his blood did flow. . . His knees went limp and he reached for the door. His tomb was sealed, he slid to the floor. He whispered in her ear: “This is all your fault. My fighting days have come to a halt”. . . She touched his lips and kissed his cheek. He tried to speak but his breath was weak. “You died for me, now I’ll die for you”. She put the blade to her heart and she ran it through. . . All three lovers together in a heap. Thrown into the grave, forever to sleep. Funeral torches blazed away. Through the towns and the villages all night and all day"
393,Tempest,Tempest,2012,9,Original,35,". The pale moon rose in its glory. Out o'er the Western town. She told a sad, sad story. Of the great ship that went down. . . T'was the fourteenth day of April. Over the waves she rode. Sailing into tomorrow. To a gilded age foretold. . . The night was black with starlight. The seas were sharp and clear. Moving through the shadows. The promised hour was near. . . Lights were holding steady. Gliding over the foam. All the lords and ladies. Heading for their eternal home. . . The chandeliers were swaying. From the balustrades above. The orchestra was playing. Songs of faded love. . The watchman, he lay dreaming. As the ballroom dancers twirled. He dreamed the Titanic was sinking. Into the underworld. . . Leo took his sketchbook. He was often so inclined. He closed his eyes and painted. The scenery in his mind. . . Cupid struck his bosom. And broke it with a snap. The closest woman to him. He fell into her lap. . . He heard a loud commotion. Something sounded wrong. His inner spirit was saying. That he couldn't stand here long. . . He staggered to the quarterdeck. No time now to sleep. Water on the quarterdeck. Already three foot deep. . Smokestack was leaning sideways. Heavy feet began to pound. He walked into the whirlwind. Sky splitting all around. . . The ship was going under. The universe had opened wide. The roll was called up yonder. The angels turned aside. . . Lights down in the hallway. Flickering dim and dull. Dead bodies already floating. In the double bottom hull. . . The engines then exploded. Propellers they failed to start. The boilers overloaded. The ship's bow split apart. . . Passengers were flying. Backward, forward, far and fast. They mumbled, fumbled, and tumbled. Each one more weary than the last. . The veil was torn asunder. 'Tween the hours of twelve and one. No change, no sudden wonder. Could undo what had been done. . . The watchman lay there dreaming. At forty-five degrees. He dreamed that the Titanic was sinking. Dropping to her knees. . . Wellington he was sleeping. His bed began to slide. His valiant heart was beating. He pushed the tables aside. . . Glass of shattered crystal. Lay scattered roundabout. He strapped on both his pistols. How long could he hold out?. . . His men and his companions. Were nowhere to be seen. In silence there he waited for. Time and space to intervene. . . The passageway was narrow. There was blackness in the air. He saw every kind of sorrow. Heard voices everywhere. . . Alarm-bells were ringing. To hold back the swelling tide. Friends and lovers clinging. To each other side by side. . . Mothers and their daughters. Descending down the stairs. Jumped into the icy waters. Love and pity sent their prayers. . . The rich man, Mister Astor. Kissed his darling wife. He had no way of knowing. Be the last trip of his life. . . Calvin, Blake, and Wilson. Gambled in the dark. Not one of them would ever live to. Tell the tale or disembark. . . Brother rose up 'gainst brother. In every circumstance. They fought and slaughtered each other. In a deadly dance. . . They lowered down the lifeboats. From the sinking wreck. There were traitors, there were turncoats. Broken backs and broken necks. . . The bishop left his cabin. To help all those in need. Turned his eyes up to the heavens. Said, ""The poor are yours to feed"". . . Davey the brothel-keeper. Came out dismissed his girls. Saw the water getting deeper. Saw the changing of his world. . . Jim Backus smiled. He never learned to swim. Saw the little crippled child. And he gave his seat to him. . . He saw the starlight shining. Streaming from the East. Death was on the rampage. But his heart was now at peace. . . They battened down the hatches. But the hatches wouldn't hold. They drowned upon the staircase. Of brass and polished gold. . . Leo said to Cleo. I think I'm going mad. But he'd lost his mind already. Whatever mind he had. . . He tried to block the doorway. To save all those from harm. Blood from an open wound. Pouring down his arm. . . Petals fell from flowers. Tell all of them were gone. In the long and dreadful hours. The wizard's curse played on. . . The host was pouring brandy. He was going down slow. He stayed right to the end and he. Was the last to go. . . There were many, many others. Nameless here forever more. They never sailed the ocean. Or left their homes before. . . The watchman, he lay dreaming. The damage had been done. He dreamed the Titanic was sinking. And he tried to tell someone. . . The captain, barely breathing. Kneeling at the wheel. Above him and beneath him. Fifty thousand tons of steel. . . He looked over at his compass. And he gazed into its face. Needle pointing downward. He knew he lost the race. . . In the dark illumination. He remembered bygone years. He read the Book of Revelation. And he filled his cup with tears. . . When the Reaper's task had ended. Sixteen hundred had gone to rest. The good, the bad, the rich, the poor. The loveliest and the best. . . They waited at the landing. And they tried to understand. But there is no understanding. For the judgment of God's hand. . . The news came over the wires. And struck with deadly force. The love had lost its fires. All things had run their course. . . The watchman he lay dreaming. Of all the things that can be. He dreamed the Titanic was sinking. Into the deep blue sea"
394,Roll on John,Tempest,2012,9,Original,35,". Doctor, doctor tell me the time of day. Another bottle's empty, another penny spent. He turned around and he slowly walked away. They shot him in the back and down he went. . . Shine your light. Movin' on. You burned so bright. Roll on, John. . . From the Liverpool docks to the red-light Hamburg streets. Down in the quarry with the quarrymen. Playing to the big crowds, playing to the cheap seats. Another day in the life on your way to your journey's end. . . Shine your light. Movin' on. You burned so bright. Roll on, John. . . Sailin' through the trade winds bound for the South. Rags on your back just like any other slave. They tied your hands and they clamped your mouth. Wasn't no way out of that deep dark cave. . Shine your light. Movin' on. You burned so bright. Roll on, John. . . I heard the news today, oh boy. They hauled your ship up on the shore. Now the city gone dark, there is no more joy. They tore the heart right out and cut him to the core. . . Shine your light. Movin' on. You burned so bright. Roll on, John. . . Put on your bags and get 'em packed. Leave right now, you won't be far from wrong. The sooner you go the quicker you'll be back. You've been cooped up on an island far too long. . . Shine your light. Movin' on. You burned so bright. Roll on, John. . Slow down you're moving way too fast. Come together right now over me. Your bones are weary, you're about to breathe your last. Lord, you know how hard that it can be. . . Shine your light. Movin' on. You burned so bright. Roll on, John. . . Roll on, John, roll through the rain and snow. Take the right-hand road and go where the buffalo roam. They'll trap you in an ambush before you know. Too late now to sail back home. . . Shine your light. Movin' on. You burned so bright. Roll on, John. . . Tyger, tyger burning bright. I pray the Lord my soul to keep. In the forests of the night. Cover 'em over and let him sleep. . Shine your light. Movin' on. You burned so bright. Roll on, John"
395,I'm a Fool to Want You,Shadows in the Night,2015,2,Cover,36,"I'm a fool to want you. I'm a fool to want you. To want a love that can't be true. A love that's there for others too. . I'm a fool to hold you. Such a fool to hold you. To seek a kiss, not mine alone. To share a kiss that the devil has known. . Time and time again I said I'd leave you. Time and time again I went away. But then would come a time when I would need you. And once again these words I'll have to say. . I'm a fool to want you. Pity me, I need you. I know it's wrong, it must be wrong. But right or wrong, I can't get along without you. . Time and time again I said I'd leave you. Time and time again I went away. But then would come a time when I would need you. And once again these words I'll have to say. . Take me back, I love you. Pity me, I need you. I know it's wrong, it must be wrong. But right or wrong, I can't get along without you"
396,The Night We Called it a Day,Shadows in the Night,2015,2,Cover,36,". There was a moon out in space. But a cloud drifted over its face. You kissed me and went on your way. The night we called it a day. I heard the song of the spheres. Like a minor lament in my ears. I hadn't the heart left to pray. The night we called it a day. . . Soft through the dark. The hoot of an owl in the sky. Sad though his song. No bluer than he was I. The moon went down, stars were gone. But the sun didn't rise with the dawn. There wasn't a thing left to say. The night we called it a day. . . Soft through the dark. The hoot of an owl in the sky. Sad though his song. No bluer than he was I. The moon went down, stars were gone. But the sun didn't rise with the dawn. There wasn't a thing left to say. The night we called it a day"
397,Stay with Me,Shadows in the Night,2015,2,Cover,36,"Should my heart not be humble. Should my eyes fail to see. Should my feet sometimes stumble. On the way, stay with me. . Like the lamb that in springtime. Wanders far from the fold. Comes the darkness and the frost. I get lost, I grow cold. . I grow cold, I grow weary. And I know I have sinned. And I go seeking shelter. And I cry in the wind. . Though I grope and I blunder. And I'm weak and I'm wrong. Though the road buckles under. Where I walk, walk along. . Till I find to my wonder. Every path leads to thee. All that I can do is pray. Stay with me. Stay with me"
398,Autumn Leaves,Shadows in the Night,2015,2,Cover,36,. The falling leaves. Drift by the window. The autumn leaves. Of red and gold. . . I see your lips. The summer kisses. The sunburned hands. I used to hold. . . Since you went away. The days grow long. And soon I'll hear. Old winter's song. . . But I miss you most of all. My darling. When autumn leaves. Start to fall
399,Why Try to Change Me Now,Shadows in the Night,2015,2,Cover,36,"I'm sentimental, so I walk in the rain. I've got some habits even I can't explain. Could start for the corner, turn up in Spain. But why try to change me now?. . I sit and daydream, I've got daydreams galore. Cigarette ashes, there they go on the floor. I'll go away weekends, leave my keys in the door. But why try to change me now?. . Why can't I be more conventional?. People talk, people stare, so I try. But that's not for me, 'cause I can't see. My kind of crazy world go passing me by. . So, let people wonder, let 'em laugh, let 'em frown. You know I'll love you till the moon's upside down. Don't you remember I was always your clown?. Why try to change me now?. . Don't you remember I was always your clown?. But why try to change me. Why try to change me now?"
400,Some Enchanted Evening,Shadows in the Night,2015,2,Cover,36,"Some enchanted evening, you may see a stranger. You may see a stranger across a crowded room. And somehow you knew, you know even then. That somehow you'll see her again and again. . Some enchanted evening, someone may be laughing. You may hear her laughing across a crowded room. And night after night, as strange as it seems. The sound of her laughter will sing in your dreams. . Who can explain it, who can tell you why?. Fools give you reasons, wise men never try. . Some enchanted evening, when you find your true love. When you feel her call you across a crowded room. Then fly to her side and make her your own. Or all through your life you may dream all alone. . Once that you found her, never let her go. Once you have found her, never let her go"
401,Full Moon and Empty Arms,Shadows in the Night,2015,2,Cover,36,Full moon and empty arms. The moon is there for us to share. But where are you?. A night like this could weave a memory. And every kiss could start a dream for two. . Full moon and empty arms. Tonight I'll use the magic moon to wish upon. And next full moon. If my one wish comes true. My empty arms will be filled with you
402,Where Are You?,Shadows in the Night,2015,2,Cover,36,"Where are you?. Where have you gone without me?. I thought you cared about me. Where are you?. . Where's my heart?. Where is the dream we started?. I can't believe we're parted. Where are you?. . When we said goodbye, love. What had we to gain?. When I gave you my love. Was it all in vain?. . All life through. Must I go on pretending. Where is my happy ending. Where are you?. . When we said goodbye, love. What had we to gain?. When I gave you my love. Was it all in vain?. . All life through. Must I go on pretending. Where is my happy ending. Where are you?"
403,What'll I Do,Shadows in the Night,2015,2,Cover,36,What'll I do?. When you are far away. And I am blue. What'll I do?. . What'll I do?. When I am wondering who. Is kissing you. What'll I do?. . What'll I do with just a photograph. To tell my troubles to?. . When I'm alone. With only dreams of you. That won't come true. What'll I do?. . . . What'll I do with just a photograph. To tell my troubles to?. . When I'm alone. With only dreams of you. That won't come true. What'll I do?
404,That Lucky Old Sun,Shadows in the Night,2015,2,Cover,36,". Up in the mornin', out on the job. Work like the devil for my pay. But that lucky old sun has nothin' to do. But roll 'round heaven all day. . . Fuss with my woman, toil for my kids. Sweat 'til I'm wrinkled and gray. While that lucky old sun has nothin' to do. But roll 'round heaven all day. . . Good Lord above, can't you see I'm pining. Tears in my eyes. Send down that cloud with a silver lining. Lift me to Paradise. . Show me that river, take me across. And wash all my trouble away. Like that lucky old sun, give me nothin' to do. But roll 'round heaven all day. . . Oh Lord above, can't you know I'm pining. Tears in my eyes. Send down that cloud with a silver lining. Lift me to Paradise. . And wash all my trouble away. Like that lucky old sun, give me nothin' to do. But roll 'round heaven all day"
405,Young at Heart,Fallen Angels,2016,5,Cover,37,". Fairy tales can come true. It can happen to you if you're young at heart. For it's hard, you will find. To be narrow of mind if you're young at heart. . . You can go to extremes with impossible schemes. You can laugh when your dreams fall apart at the seams. And life gets more exciting with each passing day. And love is either in your heart or on it's way. . . Don't you know that it's worth. Every treasure on earth to be young at heart?. For as rich as you are. It's much better by far to be young at heart. . . And if you should survive to a hundred and five. Look at all you'll derive out of being alive. And here is the best part, you have a head start. If you are among the very young at heart. . . And if you should survive to a hundred and five. Look at all you'll derive out of being alive. And here is the best part, you have a head start. If you are among the very young at heart"
406,Maybe You'll Be There,Fallen Angels,2016,5,Cover,37,. Each time I see a crowd of people. Just like a fool I stop and stare. It's really not the proper thing to do. But maybe you'll be there. . . I go out walking after midnight. Along the lonely thoroughfare. It's not the time or place to look for you. But maybe you'll be there. . . You said your arms would always hold me. You said your lips were mine alone to kiss. Now after all those things you told me. How can it end like this. . . Someday if all my prayers are answered. I'll hear a footstep on the stair. With anxious heart I'll hurry to the door. And maybe you'll be there
407,Polka Dots and Moonbeams,Fallen Angels,2016,5,Cover,37,". A country dance was being held in a garden. I felt a bump and heard an, ""Oh, beg your pardon"". Suddenly I saw polka dots and moonbeams. All around a pug-nosed dream. . . The music started and was I the perplexed one?. I held my breath and said, ""May I have the next one?"". In my frightened arms, polka dots and moonbeams. Sparkled on a pug-nosed dream. . . There were questions in the eyes of other dancers. As we floated over the floor. There were questions but my heart knew all the answers. And perhaps a few things more. . . Now in a cottage built of lilacs and laughter. I know the meaning of the words, ""ever after"". And I'll always see polka dots and moonbeams. When I kiss the pug-nosed dream"
408,All the Way,Fallen Angels,2016,5,Cover,37,". When somebody loves you. It's no good unless he loves you all the way. Happy to be near you. When you need someone to cheer you all the way. . . Taller than the tallest tree is. That's how it's got to feel. Deeper than the deep blue sea is. That's how deep it goes if it's real. . . When somebody needs you. It's no good unless she needs you all the way. Through the good or lean years. And for all those in-between years come what may. . . Who knows where the road will lead us. Only a fool would say. But if you'll let me love you. It's for sure I'm gonna love you all the way, all the way. . . And when somebody needs you. It's no good unless she needs you all the way. And through the good or lean years. And for all those in-between years come what may. . Who knows where the road will lead us. Only a fool would say. But if you'll let me love you. It's for sure I'm gonna love you all the way, all the way"
409,Skylark,Fallen Angels,2016,5,Cover,37,". Skylark, have you anything to say to me?. Won't you tell me where my love can be?. Is there a meadow in the mist. Where someone's waiting to be kissed?. . . Skylark, have you seen a valley green with spring?. Where my heart can go a-journeying. Over the shadows and the rain. To a blossom covered lane. . . And in your lonely flight. Haven't you heard the music of the night?. Wonderful music. Faint as a will o' the wisp, crazy as a loon. Sad as a gypsy serenading the moon. . . Oh Skylark, I don't know if you can find these things. But my heart is riding on your wings. So if you see them anywhere. Won't you lead me there?"
410,Nevertheless (I'm in Love with You),Fallen Angels,2016,5,Cover,37,
411,All or Nothing at All,Fallen Angels,2016,5,Cover,37,". All or nothing at all. Half a love never appealed to me. If your heart never could yield to me. Then I'd rather have nothing at all. . . All or nothing at all. If it's love there is no in-between. Why begin then cry for something that might have been. No, I'd rather have nothing at all. . . Please don't bring your lips so close to my cheek. Don't smile, I'll be lost beyond recall. The kiss in your eyes and the touch of your hand makes me weak. And my heart may grow dizzy and fall. . . And if I fell under the spell of your call. I would be caught in the undertow. And so you see, I've got to say ""No, no"". All or nothing at all. . . . All or nothing at all"
412,On a Little Street in Singapore,Fallen Angels,2016,5,Cover,37,. On a little street in Singapore. We'd meet beside a lotus-covered door. A veil of moonlight on her lonely face. How pale the hands that held me in embrace. . . My sails tonight are filled with perfume of Shalimar. And temple bells will guide me to the shore. And then I'll hold her in my arms and love the way I loved before. On a little street in Singapore
413,It Had to Be You,Fallen Angels,2016,5,Cover,37,". Why do I do just as you say?. Why must I just give you your way?. Why do I sigh, why don't I try to forget?. . . It must have been that something lovers call fate. Kept me saying, ""I have to wait"". I saw them all, just couldn't fall 'til we met. . . It had to be you. It had to be you. I wandered around and finally found the somebody who. Could make me be true, could make me be blue. And even be glad, just to be sad thinking of you. . . Some others I've seen might never be mean. Might never be cross. Or try to be boss. But they wouldn't do. . . For nobody else gave me a thrill. With all your faults I love you still. It had to be you, wonderful you. It had to be you. . For nobody else gave me a thrill. With all your faults I love you still. It had to be you, wonderful you. It had to be you"
414,Melancholy Mood,Fallen Angels,2016,5,Cover,37,". Melancholy mood forever haunts me. Steals upon me in the night, forever taunts me. Oh, what a lonely soul am I, stranded high and dry. By a melancholy mood. . . Gone is every joy and inspiration. Tears are all I have to show, no consolation. All I see is grief and gloom, 'til the crack of doom. Oh, melancholy mood. . . Deep in the night I search for a trace. Of a lingering kiss, a warm embrace. But love is a whimsy, as flimsy as lace. And my arms embrace an empty space. . . Melancholy mood, why must you blind me. Pity me and break the chains, the chains that bind me. Won't you release me, set me free, bring her back to me. Oh, melancholy mood"
415,That Old Black Magic,Fallen Angels,2016,5,Cover,37,"That old black magic has weaved its spell. That old black magic that you weave so well. Those icy fingers up and down my spine. Same old witchcraft when your eyes meet mine. Same old tingle that I feel inside. And then that elevator starts its ride. And down and down I go, 'round and 'round I go. Like a leaf caught in the tide. . I should stay away but what can I do?. I hear your name and I'm aflame. Aflame with burning desire. That only your kiss can put out the fire. . You're the lover I have waited for. You're the mate that fate had me created for. And every time your lips meet mine. . Baby down and down I go, 'round and 'round I go. In a spin, loving the spin I'm in. Under that old black magic called love. In a spin, loving the spin I'm in. Under that old black magic called love. In a spin, loving the spin I'm in. Under that old black magic called love. . I hear your name and I'm aflame. Aflame with burning desire. That only your kiss can put out the fire. . For you're the lover I have waited for. You're the mate that fate had me created for. And every time your lips meet mine. . Baby down and down I go, 'round and 'round I go. In a spin, loving the spin I'm in. I'm under that old black magic called love. Oh in a spin, loving the spin I'm in. Under that old black magic called love. In a spin, loving the spin I'm in. Under that old black magic called love. Under that old black magic called love"
416,Come Rain or Come Shine,Fallen Angels,2016,5,Cover,37,". I'm gonna love you like nobody's loved you. Come rain or come shine. High as a mountain and deep as a river. Come rain or come shine. . . I guess when you met me. It was just one of those things. But don't ever bet me. 'Cause I'm gon' be true if you let me. . . You're gonna love me like nobody's loved me. Come rain or come shine. Happy together, unhappy together. And won't that be fine?. . . Days may be cloudy or sunny. We're in or we're out of the money. But I'm with you always. I'm with you rain or shine"
